anio,fecha,tienda_id,nombre_tienda,ciudad,estado,tipo_tienda,canal_venta,categoria,producto,marca,precio_lista,descuento_pct,precio_final,cantidad,ingreso_total,es_black_friday,es_cyber_monday,es_black_november,es_promocion,tipo_promocion,segmento_cliente,canal_pago,dia_semana,es_fin_de_semana
2024,2024-11-19,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Electrónica,Microsoft Xbox Series X,Microsoft,589.39,0.0,589.39,1,589.39,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2024,2024-11-16,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,7.07,0.0,7.07,5,35.35,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2022,2022-11-25,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,42.43,63.3,15.57,6,93.42,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-25,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,695.38,54.79,314.4,1,314.4,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,49.69,0.0,49.69,3,149.07,1,0,1,0,Sin promo,Adulto,Online Pay,4,1
2023,2023-11-24,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,42.32,32.09,28.74,3,86.22,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-24,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Hogar,Philips Airfryer XL 4.2Qt,Philips,180.79,0.0,180.79,1,180.79,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2024,2024-11-09,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Belleza,Maquillaje Maybelline set ojos,Maybelline,28.45,0.0,28.45,1,28.45,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2023,2023-11-24,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,576.91,47.75,301.42,1,301.42,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-12,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,515.73,0.0,515.73,1,515.73,0,0,1,0,Sin promo,Senior,Tarjeta,6,1
2022,2022-11-11,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Online,Electrónica,Sony PlayStation 5 Slim,Sony,494.39,21.24,389.36,2,778.72,0,0,1,1,Black November,Joven,Tarjeta,4,1
2022,2022-11-15,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,35.78,49.01,18.24,4,72.96,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2022,2022-11-25,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,310.59,60.67,122.17,2,244.34,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2024,2024-11-19,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Electrónica,Sony PlayStation 5 Slim,Sony,614.68,0.0,614.68,1,614.68,0,0,1,0,Sin promo,Joven,Efectivo,1,0
2023,2023-11-27,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,107.39,47.94,55.91,2,111.82,0,1,1,1,Cyber Monday,Adulto,Online Pay,0,0
2023,2023-11-07,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,12.95,0.0,12.95,4,51.8,0,0,1,0,Sin promo,Joven,Efectivo,1,0
2022,2022-11-25,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,737.24,49.66,371.1,1,371.1,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-22,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,647.95,43.63,365.25,1,365.25,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2023,2023-11-19,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Ropa,Sudadera con capucha unisex,George,46.27,21.56,36.29,1,36.29,0,0,1,1,Black November,Adulto,Online Pay,6,1
2022,2022-11-25,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,462.51,31.97,314.66,2,629.32,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2024,2024-11-22,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,231.15,43.18,131.33,2,262.66,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-25,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,465.78,38.98,284.2,1,284.2,0,0,1,1,Black November,Joven,Tarjeta,5,1
2022,2022-11-10,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Tecnología,Samsung Galaxy Tab S9,Samsung,717.66,0.0,717.66,1,717.66,0,0,1,0,Sin promo,Senior,Tarjeta,3,0
2024,2024-11-22,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,10.12,33.75,6.7,2,13.4,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-28,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Juguetes,Hot Wheels Mega Pista,Hot Wheels,30.71,21.36,24.15,4,96.6,0,0,1,1,Black November,Adulto,Tarjeta,1,0
2023,2023-11-08,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Online,Ropa,Sudadera con capucha unisex,George,45.73,0.0,45.73,4,182.92,0,0,1,0,Sin promo,Senior,Efectivo,2,0
2022,2022-11-17,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,103.42,0.0,103.42,1,103.42,0,0,1,0,Sin promo,Adulto,Efectivo,3,0
2023,2023-11-16,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,30.0,0.0,30.0,3,90.0,0,0,1,0,Sin promo,Adulto,Tarjeta,3,0
2024,2024-11-22,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Ropa,Leggings deportivos mujer,Avia,45.61,46.58,24.36,2,48.72,1,0,1,1,Black Friday,Senior,Efectivo,4,1
2022,2022-11-13,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,666.67,0.0,666.67,1,666.67,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-23,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,734.69,0.0,734.69,2,1469.38,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2022,2022-11-25,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,16.8,68.44,5.3,6,31.8,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-05,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Ropa,Zapatillas running hombre,Athletic Works,77.18,42.4,44.45,2,88.9,0,0,1,1,Black November,Senior,Tarjeta,5,1
2023,2023-11-07,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,17.84,0.0,17.84,6,107.04,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2022,2022-11-25,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,4.69,39.68,2.83,7,19.81,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-24,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,350.67,0.0,350.67,1,350.67,0,0,1,0,Sin promo,Joven,Online Pay,6,1
2023,2023-11-04,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,569.69,0.0,569.69,1,569.69,0,0,1,0,Sin promo,Joven,Online Pay,5,1
2023,2023-11-24,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Belleza,Plancha de cabello Remington,Remington,38.39,34.88,25.0,3,75.0,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2023,2023-11-02,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',13.78,0.0,13.78,6,82.68,0,0,1,0,Sin promo,Adulto,Efectivo,3,0
2022,2022-11-05,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,3.55,0.0,3.55,6,21.3,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2022,2022-11-25,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,64.93,65.79,22.21,4,88.84,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-21,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,621.45,0.0,621.45,1,621.45,0,0,1,0,Sin promo,Senior,Online Pay,3,0
2022,2022-11-28,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Electrónica,Microsoft Xbox Series X,Microsoft,570.55,31.16,392.76,1,392.76,0,1,1,1,Cyber Monday,Adulto,Efectivo,0,0
2022,2022-11-22,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,271.14,0.0,271.14,2,542.28,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2024,2024-11-18,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',13.67,17.54,11.27,5,56.35,0,0,1,1,Black November,Adulto,Tarjeta,0,0
2023,2023-11-15,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,804.85,31.44,551.81,2,1103.62,0,0,1,1,Black November,Joven,Tarjeta,2,0
2023,2023-11-24,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Hogar,NutriBullet Blender Pro 900,NutriBullet,76.16,45.72,41.34,1,41.34,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-21,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Ropa,Pijama polar infantil,Wonder Nation,28.69,44.91,15.8,7,110.6,0,0,1,1,Black November,Senior,Tarjeta,3,0
2024,2024-11-26,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Belleza,Plancha de cabello Remington,Remington,69.13,0.0,69.13,2,138.26,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2023,2023-11-24,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,282.15,64.78,99.36,1,99.36,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2024,2024-11-22,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Electrónica,Sony PlayStation 5 Slim,Sony,542.01,66.47,181.76,2,363.52,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2022,2022-11-28,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,6.07,30.7,4.21,6,25.26,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-30,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,412.2,17.01,342.09,2,684.18,0,0,1,1,Black November,Adulto,Efectivo,5,1
2023,2023-11-24,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Tecnología,Samsung Galaxy Tab S9,Samsung,952.54,62.3,359.15,2,718.3,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Belleza,Maquillaje Maybelline set ojos,Maybelline,37.51,0.0,37.51,1,37.51,0,1,1,0,Sin promo,Joven,Online Pay,0,0
2023,2023-11-24,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,22.31,68.48,7.03,6,42.18,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-19,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,474.54,44.3,264.32,2,528.64,0,0,1,1,Black November,Adulto,Online Pay,5,1
2023,2023-11-24,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,31.03,53.27,14.5,5,72.5,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-04,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,394.46,27.87,284.53,1,284.53,0,0,1,1,Black November,Senior,Online Pay,5,1
2022,2022-11-20,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Zapatillas running hombre,Athletic Works,37.32,22.4,28.96,4,115.84,0,0,1,1,Black November,Adulto,Online Pay,6,1
2022,2022-11-25,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,21.92,0.0,21.92,3,65.76,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-25,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,3.77,63.39,1.38,6,8.28,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-30,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,52.02,37.79,32.36,1,32.36,0,0,1,1,Black November,Adulto,Online Pay,5,1
2023,2023-11-24,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,27.75,32.1,18.84,2,37.68,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,38.39,46.79,20.43,1,20.43,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2024,2024-11-26,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Electrónica,Sony PlayStation 5 Slim,Sony,461.17,0.0,461.17,2,922.34,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2023,2023-11-22,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,41.01,0.0,41.01,3,123.03,0,0,1,0,Sin promo,Adulto,Online Pay,2,0
2023,2023-11-21,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,795.72,40.65,472.22,2,944.44,0,0,1,1,Black November,Joven,Tarjeta,1,0
2023,2023-11-23,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,69.09,28.24,49.58,3,148.74,0,0,1,1,Black November,Joven,Tarjeta,3,0
2024,2024-11-10,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,863.42,0.0,863.42,2,1726.84,0,0,1,0,Sin promo,Adulto,Efectivo,6,1
2022,2022-11-06,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Tecnología,Dell Inspiron 14 Laptop,Dell,561.59,31.69,383.62,1,383.62,0,0,1,1,Black November,Senior,Tarjeta,6,1
2022,2022-11-26,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,40.17,47.81,20.97,1,20.97,0,0,1,1,Black November,Joven,Tarjeta,5,1
2022,2022-11-11,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,31.74,28.34,22.74,4,90.96,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2024,2024-11-14,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1432.57,18.44,1168.41,2,2336.82,0,0,1,1,Black November,Senior,Tarjeta,3,0
2022,2022-11-23,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Hogar,NutriBullet Blender Pro 900,NutriBullet,152.64,10.57,136.51,1,136.51,0,0,1,1,Black November,Joven,Tarjeta,2,0
2023,2023-11-19,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Online,Ropa,Pijama polar infantil,Wonder Nation,24.29,0.0,24.29,1,24.29,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2023,2023-11-27,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,3.69,21.4,2.9,6,17.4,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2023,2023-11-24,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,29.48,0.0,29.48,1,29.48,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Hogar,Philips Airfryer XL 4.2Qt,Philips,231.63,45.87,125.38,1,125.38,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-25,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,338.36,34.64,221.15,1,221.15,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2023,2023-11-20,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Ropa,Parka acolchada invierno hombre,George,114.98,0.0,114.98,1,114.98,0,0,1,0,Sin promo,Joven,Tarjeta,0,0
2022,2022-11-26,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1218.12,0.0,1218.12,2,2436.24,0,0,1,0,Sin promo,Senior,Efectivo,5,1
2022,2022-11-06,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,653.61,0.0,653.61,2,1307.22,0,0,1,0,Sin promo,Senior,Tarjeta,6,1
2022,2022-11-04,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,54.44,0.0,54.44,3,163.32,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2022,2022-11-27,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,35.1,20.53,27.89,4,111.56,0,0,1,1,Black November,Joven,Online Pay,6,1
2022,2022-11-07,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,65.33,0.0,65.33,4,261.32,0,0,1,0,Sin promo,Senior,Tarjeta,0,0
2023,2023-11-03,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,914.94,0.0,914.94,2,1829.88,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2024,2024-11-19,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,569.81,0.0,569.81,2,1139.62,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-20,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Zapatillas running hombre,Athletic Works,95.57,31.1,65.85,4,263.4,0,0,1,1,Black November,Joven,Tarjeta,6,1
2024,2024-11-26,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,67.79,0.0,67.79,4,271.16,0,0,1,0,Sin promo,Joven,Efectivo,1,0
2024,2024-11-30,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Juguetes,Jenga Classic Juego de Mesa,Hasbro,19.3,33.86,12.77,7,89.39,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2023,2023-11-12,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,29.85,0.0,29.85,2,59.7,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-17,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Ropa,Sudadera con capucha unisex,George,46.37,37.33,29.06,4,116.24,0,0,1,1,Black November,Joven,Tarjeta,6,1
2022,2022-11-19,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,700.66,0.0,700.66,1,700.66,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2024,2024-11-16,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,62.7,20.92,49.58,2,99.16,0,0,1,1,Black November,Senior,Tarjeta,5,1
2024,2024-11-09,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,1186.21,0.0,1186.21,2,2372.42,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2022,2022-11-18,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,558.02,32.43,377.04,2,754.08,0,0,1,1,Black November,Joven,Tarjeta,4,1
2023,2023-11-30,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,42.73,34.44,28.01,2,56.02,0,0,1,1,Black November,Adulto,Tarjeta,3,0
2022,2022-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,49.46,60.34,19.61,6,117.66,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Belleza,Maquillaje Maybelline set ojos,Maybelline,39.47,27.85,28.48,4,113.92,0,1,1,1,Cyber Monday,Joven,Online Pay,0,0
2023,2023-11-24,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,641.07,39.14,390.14,2,780.28,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-25,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',11.44,40.36,6.82,2,13.64,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2024,2024-11-22,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',13.32,40.14,7.97,5,39.85,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2022,2022-11-23,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,7.82,0.0,7.82,6,46.92,0,0,1,0,Sin promo,Adulto,Online Pay,2,0
2024,2024-11-08,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Hogar,NutriBullet Blender Pro 900,NutriBullet,139.79,7.72,129.0,1,129.0,0,0,1,1,Black November,Joven,Online Pay,4,1
2023,2023-11-24,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,34.83,62.24,13.15,2,26.3,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-19,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,873.54,40.62,518.72,1,518.72,0,0,1,1,Black November,Adulto,Tarjeta,6,1
2022,2022-11-18,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,26.91,0.0,26.91,4,107.64,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2024,2024-11-23,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Hogar,Roku 4K Streaming Stick,Roku,28.97,0.0,28.97,1,28.97,0,0,1,0,Sin promo,Adulto,Online Pay,5,1
2023,2023-11-16,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,105.79,0.0,105.79,1,105.79,0,0,1,0,Sin promo,Joven,Tarjeta,3,0
2023,2023-11-26,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Belleza,Maquillaje Maybelline set ojos,Maybelline,30.97,29.03,21.98,3,65.94,0,0,1,1,Black November,Adulto,Efectivo,6,1
2022,2022-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Juguetes,Nintendo Switch Lite,Nintendo,199.23,65.32,69.09,3,207.27,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2022,2022-11-25,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,11.42,39.75,6.88,2,13.76,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-22,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Online,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,81.22,51.42,39.46,2,78.92,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
