fecha,gym_id,sede,ciudad,provincia,membership,segmento_cliente,cliente_id,edad,genero,fecha_alta,antiguedad_meses,activo,promocion,canal,dispositivo,clima,feriado,indice_competencia,tendencia_busqueda,visitas_mes,tasa_participacion_clases,sesiones_personal_trainer,ingreso_membresia,ingreso_clases,ingreso_personal_trainer,ingreso_retail,ingreso_total,costo_staff,costo_alquiler,costo_servicios,costo_marketing,capex_asignado,costo_total,profit,nps,satisfaccion,riesgo_churn,cancelaciones,referidos,ocupacion,downtime_equipos
2024-07-21,GYM003,oberFiting - Recoleta,Recoleta,CABA,Mensual,Recurrente,C09277,18,M,2024-01-26,6,Sí,No,Presencial,Mobile,Nublado,No,0.94,35,7,0.278,2,20000.0,1461.97,20858.5,1822.62,44143.09,8646.02,7930.56,2233.89,2800.69,5000,26611.16,17531.93,35,7,0.202,0,0,0.61,0.021
2024-07-21,GYM003,oberFiting - Recoleta,Recoleta,CABA,Premium,Nuevo,C09866,28,F,2024-05-17,2,Sí,No,App,Mobile,Frío,No,1.06,39,11,0.389,1,35000.0,2850.52,6528.99,4922.93,49302.44,7339.17,5930.69,2363.96,2175.84,5000,22809.66,26492.78,57,9,0.241,0,0,0.71,0.05
2024-07-21,GYM003,oberFiting - Recoleta,Recoleta,CABA,Premium,Recurrente,C10488,29,M,2024-05-14,2,Sí,No,Presencial,Mobile,Soleado,No,1.01,14,7,0.503,6,35000.0,2324.72,52897.28,236.76,90458.76,8903.24,6766.87,2878.68,1426.97,3000,22975.76,67483.0,61,8,0.23,0,0,0.61,0.017
2024-07-21,GYM008,oberFiting - Salta,Salta,Salta,Premium,Nuevo,C10453,33,F,2024-04-30,3,Sí,No,App,Mobile,Frío,No,0.87,45,6,0.368,3,35000.0,2958.76,26884.02,6208.17,71050.95,10816.52,7116.94,2651.94,2346.32,0,22931.72,48119.23,56,8,0.343,0,0,0.56,0.003
2024-07-22,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Recurrente,C04667,26,F,2024-06-02,1,Sí,No,Web,Mobile,Nublado,No,1.02,37,3,0.547,0,20000.0,1272.53,0.0,657.5,21930.03,7994.17,5372.9,2202.28,1433.03,0,17002.38,4927.65,28,7,0.255,0,0,0.49,0.034
2024-07-22,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Premium,Recurrente,C00454,40,M,2024-07-16,0,No,No,Web,Mobile,Soleado,No,0.96,63,8,0.426,2,35000.0,2422.6,15240.74,1826.55,54489.89,8861.79,5188.97,2854.32,1968.78,0,18873.86,35616.03,50,8,0.217,1,0,0.64,0.013
2024-07-23,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Mensual,Nuevo,C10529,40,F,2024-05-20,2,Sí,No,Web,Mobile,Soleado,No,0.96,36,8,0.603,0,20000.0,2662.22,0.0,4332.13,26994.35,11100.08,5895.3,3502.47,2374.6,0,22872.45,4121.9,53,8,0.23,0,0,0.64,0.02
2024-07-23,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Trimestral,Recurrente,C07542,48,M,2024-03-13,4,Sí,No,App,Mobile,Nublado,No,0.93,64,7,0.405,0,54000.0,2549.15,0.0,2356.04,58905.19,7026.07,5575.93,2311.87,1671.62,3000,19585.49,39319.7,32,6,0.239,0,0,0.61,0.004
2024-07-23,GYM009,oberFiting - Neuquén,Neuquén,Neuquén,Mensual,Recurrente,C08605,34,M,2024-07-07,0,No,No,App,Mobile,Nublado,No,0.96,56,6,0.569,2,20000.0,2743.76,22898.64,4585.06,50227.46,9715.28,7071.95,1976.01,2950.71,3000,24713.95,25513.51,50,8,0.193,1,0,0.58,0.02
2024-07-23,GYM008,oberFiting - Salta,Salta,Salta,Mensual,Nuevo,C02038,26,F,2024-06-17,1,Sí,No,App,Mobile,Lluvioso,No,0.99,40,4,0.221,1,20000.0,1770.81,6680.88,634.38,29086.07,9585.9,5956.15,2937.65,1502.58,0,19982.28,9103.79,63,8,0.348,0,1,0.5,0.051
2024-07-24,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Trimestral,Recurrente,C08604,33,M,2024-06-18,1,Sí,No,App,Desktop,Caluroso,No,0.97,5,4,0.59,0,54000.0,1396.68,0.0,3338.97,58735.65,9201.35,5657.79,1913.18,2901.8,0,19674.12,39061.53,26,7,0.281,0,0,0.52,0.008
2024-07-24,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Anual,Recurrente,C05827,23,M,2024-02-23,5,Sí,No,App,Mobile,Soleado,No,0.94,69,7,0.55,2,190000.0,2799.37,13715.93,2999.51,209514.81,8074.15,5600.7,2603.37,3377.26,0,19655.48,189859.33,32,9,0.225,0,2,0.61,0.009
2024-07-25,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Mensual,Nuevo,C04441,31,M,2024-04-17,3,Sí,Sí,App,Mobile,Soleado,No,1.12,96,5,0.569,0,18000.0,4436.28,0.0,2039.39,24475.67,11340.01,6901.09,3309.52,3019.19,0,24569.81,-94.14,66,6,0.293,0,0,0.6,0.009
2024-07-25,GYM003,oberFiting - Recoleta,Recoleta,CABA,Premium,Nuevo,C11768,35,M,2024-04-08,3,Sí,No,App,Mobile,Lluvioso,No,0.98,56,7,0.515,3,35000.0,2958.52,18574.64,2673.51,59206.67,6602.05,7107.74,2772.18,1616.57,0,18098.54,41108.13,78,7,0.308,0,1,0.59,0.014
2024-07-26,GYM002,oberFiting - Belgrano,Belgrano,CABA,Mensual,Recurrente,C05800,36,F,2024-03-13,4,Sí,No,Presencial,Desktop,Caluroso,No,0.93,49,5,0.528,0,20000.0,2950.25,0.0,7409.55,30359.8,8988.27,7124.04,3267.17,1280.55,5000,25660.03,4699.77,34,8,0.217,0,1,0.55,0.033
2024-07-26,GYM002,oberFiting - Belgrano,Belgrano,CABA,Premium,Nuevo,C07704,30,F,2024-05-22,2,Sí,No,Presencial,Tablet,Frío,No,0.9,73,6,0.728,3,35000.0,2237.76,26245.4,2071.65,65554.81,8892.52,5854.24,1794.04,2353.21,0,18894.01,46660.8,37,7,0.307,0,0,0.56,0.018
2024-07-26,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Trimestral,Recurrente,C03842,32,M,2024-07-17,0,Sí,No,Web,Desktop,Caluroso,No,1.03,69,7,0.336,1,54000.0,1156.8,9898.08,1385.47,66440.35,8907.16,4550.7,2438.25,1744.56,0,17640.67,48799.68,26,8,0.246,0,0,0.61,0.01
2024-07-27,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Premium,Recurrente,C04067,17,M,2024-07-10,0,Sí,No,Presencial,Tablet,Nublado,No,0.95,54,10,0.152,3,35000.0,892.6,29917.36,2851.05,68661.01,9554.79,6038.24,2187.24,495.38,0,18275.65,50385.36,52,8,0.205,0,1,0.7,0.003
2024-07-27,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Nuevo,C04609,29,M,2024-05-21,2,Sí,Sí,Presencial,Desktop,Soleado,No,1.05,26,6,0.736,0,18000.0,4983.43,0.0,703.26,23686.69,7524.95,6657.64,2590.4,3215.33,5000,24988.32,-1301.63,34,6,0.256,0,1,0.63,0.015
2024-07-27,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Premium,Recurrente,C07748,35,F,2024-05-23,2,Sí,Sí,App,Desktop,Nublado,No,0.93,65,13,0.402,5,33250.0,3496.44,50760.63,2841.67,90348.74,9714.87,5750.46,2267.26,3591.72,5000,26324.31,64024.43,47,9,0.12,0,1,0.84,0.019
2024-07-27,GYM001,oberFiting - Palermo,Palermo,CABA,Trimestral,Nuevo,C03187,23,M,2024-05-22,2,Sí,No,App,Desktop,Nublado,No,0.95,49,6,0.35,0,54000.0,2415.89,0.0,2325.94,58741.83,8766.63,7021.98,1566.29,2047.06,3000,22401.96,36339.87,54,6,0.345,0,0,0.58,0.034
2024-07-27,GYM008,oberFiting - Salta,Salta,Salta,Anual,Recurrente,C11975,38,F,2024-05-27,2,No,Sí,Web,Desktop,Lluvioso,No,0.92,55,2,0.261,0,171000.0,1626.97,0.0,5530.66,178157.63,8102.4,7131.85,2519.42,2943.69,0,20697.36,157460.27,48,9,0.354,1,0,0.49,0.035
2024-07-28,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Mensual,VIP,C03797,30,M,2024-07-17,0,Sí,No,Presencial,Mobile,Soleado,No,0.93,40,9,0.507,2,20000.0,2475.18,15796.74,2457.28,42729.2,10171.71,8161.93,1483.69,2532.12,3000,25349.45,17379.75,30,4,0.139,0,0,0.67,0.015
2024-07-28,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Recurrente,C09458,47,F,2024-07-22,0,Sí,No,Web,Desktop,Soleado,No,1.14,69,2,0.311,0,20000.0,1624.34,0.0,7505.23,29129.57,10457.13,5787.73,3235.53,127.91,0,19608.3,9521.27,-9,6,0.299,0,0,0.46,0.013
2024-07-28,GYM003,oberFiting - Recoleta,Recoleta,CABA,Trimestral,Nuevo,C08015,44,M,2024-05-29,2,No,Sí,App,Tablet,Lluvioso,No,0.89,26,6,0.515,2,48600.0,4443.97,15304.7,1803.88,70152.55,9788.56,5563.89,816.34,3734.86,3000,22903.65,47248.9,21,7,0.328,1,0,0.61,0.041
2024-07-30,GYM007,oberFiting - La Plata,La Plata,Buenos Aires,Mensual,Recurrente,C04462,31,F,2024-04-21,3,No,No,App,Desktop,Lluvioso,Sí,0.93,47,0,0.286,2,20000.0,755.33,14889.08,1358.86,37003.27,8733.34,5396.98,2050.03,2604.14,0,18784.49,18218.78,49,9,0.341,1,0,0.38,0.011
2024-07-30,GYM009,oberFiting - Neuquén,Neuquén,Neuquén,Mensual,Nuevo,C00468,39,M,2024-02-12,5,Sí,No,Web,Desktop,Caluroso,No,0.84,71,5,0.364,0,20000.0,1087.05,0.0,2509.39,23596.44,9635.63,7069.64,2634.79,2401.25,0,21741.31,1855.13,48,8,0.314,0,0,0.55,0.022
2024-07-30,GYM003,oberFiting - Recoleta,Recoleta,CABA,Mensual,Nuevo,C08699,40,F,2024-03-17,4,Sí,No,App,Mobile,Nublado,No,1.0,61,10,0.603,1,20000.0,1685.82,8004.73,3070.27,32760.82,11562.55,6391.14,3883.99,903.47,5000,27741.15,5019.67,75,8,0.19,0,0,0.7,0.031
2024-07-30,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Trimestral,Recurrente,C06948,17,F,2024-05-01,2,Sí,No,Presencial,Desktop,Frío,No,1.06,65,4,0.205,0,54000.0,677.42,0.0,100.29,54777.71,10123.71,5373.77,2630.99,1604.05,3000,22732.52,32045.19,64,7,0.32,0,0,0.5,0.004
2024-07-30,GYM008,oberFiting - Salta,Salta,Salta,Trimestral,Recurrente,C05749,32,F,2024-03-12,4,Sí,No,Web,Mobile,Frío,No,0.91,58,7,0.827,4,54000.0,2839.28,43154.82,1734.86,101728.96,9190.8,5932.45,2541.63,1283.21,0,18948.09,82780.87,40,10,0.197,0,1,0.59,0.046
2024-07-30,GYM008,oberFiting - Salta,Salta,Salta,Mensual,Recurrente,C08852,34,M,2024-03-19,4,No,No,Presencial,Tablet,Caluroso,No,1.0,63,4,0.533,3,20000.0,2164.03,18587.9,1789.7,42541.63,10857.11,5315.42,3594.32,2934.34,3000,25701.19,16840.44,44,6,0.237,1,0,0.52,0.022
2024-07-31,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Trimestral,Recurrente,C00955,16,F,2024-04-07,3,Sí,No,App,Desktop,Frío,No,0.8,68,5,0.536,1,54000.0,1074.37,7378.63,3651.61,66104.61,8224.7,6330.44,2428.34,2048.68,0,19032.16,47072.45,79,7,0.266,0,2,0.53,0.021
2024-07-31,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Trimestral,Recurrente,C02331,34,F,2024-05-08,2,Sí,No,App,Mobile,Frío,No,0.82,55,4,0.246,0,54000.0,2033.45,0.0,3732.81,59766.26,8673.75,5549.59,2569.49,2284.06,0,19076.89,40689.37,18,6,0.315,0,0,0.5,0.01
2024-07-31,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Premium,Recurrente,C07438,30,M,2024-02-11,5,Sí,Sí,App,Mobile,Caluroso,No,0.87,52,15,0.599,3,31500.0,2996.47,23007.49,994.9,58498.86,8306.74,6694.03,2578.63,2668.24,3000,23247.64,35251.22,55,9,0.06,0,1,0.9,0.017
2024-07-31,GYM007,oberFiting - La Plata,La Plata,Buenos Aires,Mensual,Recurrente,C00714,34,X,2024-02-04,5,Sí,No,App,Mobile,Caluroso,No,1.0,55,2,0.525,0,20000.0,2787.7,0.0,1883.31,24671.01,7362.06,5108.03,3266.06,3307.72,0,19043.87,5627.14,26,8,0.278,0,0,0.46,0.055
2024-07-31,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Recurrente,C09637,39,F,2024-06-02,1,No,No,Web,Mobile,Frío,No,1.02,66,6,0.206,2,20000.0,1810.39,18352.57,2072.14,42235.1,8090.93,5970.09,1738.08,1634.61,3000,20433.71,21801.39,50,7,0.229,1,0,0.56,0.043
2024-08-01,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Mensual,Recurrente,C08923,19,M,2024-06-24,2,Sí,No,App,Mobile,Soleado,No,0.93,55,7,0.501,0,20000.0,3638.45,0.0,2525.35,26163.8,9229.14,5640.95,1992.43,3234.21,3000,23096.73,3067.07,47,8,0.18,0,0,0.61,0.012
2024-08-01,GYM002,oberFiting - Belgrano,Belgrano,CABA,Trimestral,Recurrente,C01582,31,F,2024-05-06,3,Sí,No,Web,Desktop,Frío,Sí,0.89,62,4,0.624,1,54000.0,3618.67,10956.83,1308.65,69884.15,11239.12,5693.46,2337.53,2256.81,3000,24526.92,45357.23,53,6,0.278,0,0,0.5,0.014
2024-08-01,GYM002,oberFiting - Belgrano,Belgrano,CABA,Trimestral,VIP,C03889,42,F,2024-04-02,4,Sí,No,App,Mobile,Soleado,No,1.07,54,4,0.898,0,54000.0,6076.93,0.0,2241.87,67318.8,8667.57,6299.26,2569.11,1325.82,0,18861.76,48457.04,61,6,0.25,0,0,0.52,0.041
2024-08-01,GYM008,oberFiting - Salta,Salta,Salta,Mensual,Recurrente,C06631,25,F,2024-06-30,2,Sí,No,App,Mobile,Soleado,No,0.93,43,8,0.234,1,20000.0,2046.5,7557.62,766.52,30370.64,10976.97,5267.27,2376.15,1960.89,0,20581.28,9789.36,41,7,0.187,0,0,0.64,0.018
2024-08-02,GYM002,oberFiting - Belgrano,Belgrano,CABA,Mensual,Recurrente,C01370,38,M,2024-05-21,3,No,No,Presencial,Mobile,Lluvioso,No,0.95,100,4,0.422,1,20000.0,1717.38,8715.98,942.58,31375.94,11776.04,5689.22,2502.37,2573.95,3000,25541.58,5834.36,27,7,0.248,1,0,0.5,0.042
2024-08-02,GYM007,oberFiting - La Plata,La Plata,Buenos Aires,Premium,Recurrente,C08420,30,M,2024-06-17,2,Sí,No,Web,Mobile,Lluvioso,No,0.96,39,7,0.358,2,35000.0,2708.72,22029.6,2513.37,62251.69,9520.45,6908.73,2106.05,2261.74,5000,25796.97,36454.72,52,7,0.244,0,0,0.59,0.022
2024-08-02,GYM001,oberFiting - Palermo,Palermo,CABA,Mensual,Recurrente,C02877,39,M,2024-04-15,4,Sí,Sí,Presencial,Mobile,Nublado,No,0.99,48,6,0.645,0,18000.0,5277.48,0.0,9436.01,32713.49,9093.62,5455.24,2602.71,2723.23,0,19874.8,12838.69,49,7,0.185,0,0,0.63,0.012
2024-08-02,GYM003,oberFiting - Recoleta,Recoleta,CABA,Anual,Recurrente,C00564,35,F,2024-04-16,4,Sí,No,App,Mobile,Lluvioso,No,0.99,24,1,0.264,2,190000.0,711.41,22627.4,2896.35,216235.16,8752.19,5484.01,3878.99,1576.5,5000,24691.69,191543.47,11,5,0.374,0,0,0.41,0.008
2024-08-03,GYM002,oberFiting - Belgrano,Belgrano,CABA,Premium,Nuevo,C04968,42,M,2024-07-27,1,Sí,No,Presencial,Mobile,Lluvioso,No,1.1,35,8,0.689,2,35000.0,5881.42,13363.33,2461.73,56706.48,7565.31,6340.97,2344.11,2308.02,5000,23558.41,33148.07,32,6,0.271,0,0,0.62,0.043
2024-08-03,GYM002,oberFiting - Belgrano,Belgrano,CABA,Anual,Nuevo,C08359,34,M,2024-02-20,6,Sí,No,Web,Mobile,Lluvioso,No,0.97,59,6,0.235,0,190000.0,561.63,0.0,926.62,191488.25,11998.54,6309.56,1796.09,2254.88,0,22359.07,169129.18,35,7,0.356,0,0,0.56,0.038
2024-08-03,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Trimestral,Nuevo,C07097,35,F,2024-05-23,3,Sí,No,App,Mobile,Soleado,No,1.12,59,11,0.175,0,54000.0,411.07,0.0,5623.98,60035.05,8690.38,5791.07,3135.51,2984.29,0,20601.25,39433.8,78,8,0.263,0,0,0.73,0.045
2024-08-04,GYM002,oberFiting - Belgrano,Belgrano,CABA,Mensual,Nuevo,C06781,24,M,2024-03-11,5,Sí,No,Presencial,Mobile,Soleado,No,1.24,37,7,0.064,0,20000.0,320.96,0.0,1355.88,21676.84,8985.61,5116.18,1771.32,2000.07,0,17873.18,3803.66,64,5,0.304,0,0,0.61,0.023
2024-08-04,GYM007,oberFiting - La Plata,La Plata,Buenos Aires,Mensual,Recurrente,C07859,38,F,2024-04-20,4,Sí,No,App,Mobile,Lluvioso,No,1.05,79,3,0.262,2,20000.0,1036.81,21679.2,2575.26,45291.27,9121.91,4864.16,1823.04,1857.04,0,17666.15,27625.12,37,8,0.284,0,0,0.47,0.021
2024-08-04,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Trimestral,Recurrente,C08047,41,M,2024-07-01,1,No,No,Presencial,Mobile,Lluvioso,No,1.04,49,3,0.425,1,54000.0,3457.07,11312.01,4301.7,73070.78,11279.1,5954.83,2614.46,1253.22,0,21101.61,51969.17,33,6,0.318,1,0,0.47,0.074
2024-08-05,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Anual,VIP,C05751,16,F,2024-05-30,3,Sí,No,App,Mobile,Soleado,No,1.07,50,11,0.177,1,190000.0,1573.94,11989.49,6465.82,212029.25,6743.79,6519.7,3197.73,2463.69,5000,23924.91,188104.34,23,10,0.182,0,0,0.73,0.026
2024-08-05,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Mensual,Recurrente,C02005,34,M,2024-04-25,4,Sí,Sí,Web,Mobile,Nublado,No,1.08,44,8,0.571,4,18000.0,1661.6,45273.55,5613.6,70548.75,9490.76,6072.32,1962.14,3251.36,0,20776.58,49772.17,53,9,0.153,0,1,0.69,0.027
2024-08-06,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Recurrente,C07874,19,M,2024-07-13,1,Sí,No,Presencial,Mobile,Caluroso,No,1.03,51,3,0.402,0,20000.0,1283.08,0.0,699.03,21982.11,10204.67,6852.32,2295.73,404.07,0,19756.79,2225.32,46,6,0.27,0,0,0.49,0.019
2024-08-07,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Trimestral,Recurrente,C07575,36,F,2024-07-10,1,Sí,No,App,Mobile,Caluroso,No,1.06,55,8,0.175,2,54000.0,996.06,22319.09,2095.48,79410.63,9298.08,5344.99,2157.75,1269.66,0,18070.48,61340.15,46,8,0.243,0,0,0.64,0.016
2024-08-08,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Mensual,VIP,C01068,42,X,2024-03-12,5,Sí,Sí,Presencial,Mobile,Lluvioso,No,1.07,6,7,0.371,2,18000.0,2770.95,17981.32,1573.29,42325.56,10052.42,6545.83,2467.28,2967.3,3000,25032.83,17292.73,65,8,0.193,0,0,0.64,0.019
2024-08-08,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Trimestral,Recurrente,C11907,23,F,2024-03-06,5,Sí,No,Presencial,Mobile,Lluvioso,Sí,1.12,65,3,0.304,1,54000.0,740.79,6211.87,1110.62,62063.28,6557.06,5847.78,2621.76,2370.54,0,17397.14,44666.14,32,6,0.33,0,0,0.47,0.009
2024-08-08,GYM002,oberFiting - Belgrano,Belgrano,CABA,Trimestral,Recurrente,C02869,27,M,2024-03-24,5,Sí,No,App,Desktop,Soleado,No,1.11,54,5,0.498,0,54000.0,1591.99,0.0,1457.07,57049.06,8822.26,6217.88,2779.88,2384.01,5000,25204.03,31845.03,43,7,0.27,0,0,0.55,0.044
2024-08-08,GYM003,oberFiting - Recoleta,Recoleta,CABA,Anual,Recurrente,C11368,25,M,2024-06-24,2,Sí,Sí,Presencial,Mobile,Nublado,No,0.71,34,5,0.383,2,161500.0,1766.79,21229.21,7051.76,191547.76,12218.67,6315.34,2526.65,4381.22,0,25441.88,166105.88,50,7,0.282,0,1,0.6,0.04
2024-08-09,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Trimestral,Recurrente,C07798,48,F,2024-06-19,2,Sí,Sí,App,Mobile,Frío,No,1.14,72,5,0.506,2,51300.0,2986.21,13196.51,1579.93,69062.65,8523.85,6154.19,1820.95,2768.15,0,19267.14,49795.51,67,8,0.269,0,0,0.58,0.013
2024-08-09,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Anual,Recurrente,C11525,16,F,2024-07-16,1,Sí,No,Presencial,Mobile,Soleado,No,1.0,56,7,0.615,0,190000.0,5414.92,0.0,605.08,196020.0,8605.09,6081.1,2232.27,607.2,3000,20525.66,175494.34,60,8,0.218,0,0,0.61,0.007
2024-08-09,GYM003,oberFiting - Recoleta,Recoleta,CABA,Anual,Recurrente,C11595,24,M,2024-06-20,2,Sí,No,App,Desktop,Soleado,No,0.88,24,7,0.147,1,190000.0,974.86,10535.31,5711.61,207221.78,7320.85,5821.79,2900.59,2356.3,0,18399.53,188822.25,78,8,0.265,0,0,0.61,0.003
2024-08-09,GYM005,oberFiting - Rosario,Rosario,Santa Fe,Mensual,Recurrente,C07554,36,X,2024-08-06,0,Sí,No,Presencial,Mobile,Nublado,No,1.03,69,5,0.391,0,20000.0,1304.84,0.0,3030.05,24334.89,11734.38,6576.87,1238.9,1478.13,0,21028.28,3306.61,35,8,0.231,0,0,0.55,0.036
2024-08-10,GYM002,oberFiting - Belgrano,Belgrano,CABA,Trimestral,Recurrente,C09628,33,M,2024-02-05,6,Sí,No,Web,Desktop,Soleado,No,0.9,46,3,0.451,3,54000.0,1316.81,18950.53,957.22,75224.56,7814.79,6246.75,2393.84,2213.08,0,18668.46,56556.1,18,7,0.315,0,0,0.49,0.085
2024-08-10,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Mensual,Nuevo,C03117,26,F,2024-05-19,3,Sí,Sí,Web,Mobile,Soleado,No,1.06,36,4,0.289,1,19000.0,1799.27,9812.59,3939.52,34551.38,8908.77,5854.36,2295.07,3167.24,0,20225.44,14325.94,55,8,0.341,0,0,0.57,0.048
2024-08-10,GYM003,oberFiting - Recoleta,Recoleta,CABA,Mensual,Nuevo,C00199,37,F,2024-05-12,3,Sí,No,Web,Mobile,Soleado,No,0.85,28,6,0.616,0,20000.0,4726.68,0.0,3707.14,28433.82,11335.88,7057.38,3379.84,2082.52,0,23855.62,4578.2,42,9,0.268,0,2,0.58,0.007
2024-08-11,GYM002,oberFiting - Belgrano,Belgrano,CABA,Mensual,Recurrente,C06204,16,F,2024-04-09,4,Sí,Sí,App,Mobile,Caluroso,Sí,0.92,63,0,0.266,2,19000.0,748.26,17683.97,3014.59,40446.82,8253.5,7534.78,2840.5,1674.62,0,20303.4,20143.42,68,8,0.343,0,0,0.45,0.026
2024-08-11,GYM009,oberFiting - Neuquén,Neuquén,Neuquén,Mensual,Nuevo,C10081,38,M,2024-05-27,3,Sí,No,App,Mobile,Soleado,No,0.97,69,2,0.576,0,20000.0,3173.09,0.0,2539.42,25712.51,8697.7,6129.41,3023.49,1621.62,0,19472.22,6240.29,20,8,0.352,0,1,0.46,0.022
2024-08-12,GYM004,oberFiting - Córdoba,Córdoba,Córdoba,Anual,Recurrente,C11182,27,F,2024-05-18,3,Sí,Sí,Web,Desktop,Nublado,No,0.92,77,13,0.516,1,161500.0,4605.43,11781.4,2740.9,180627.73,9019.36,5233.05,2622.2,1618.77,3000,21493.38,159134.35,34,10,0.108,0,1,0.84,0.005
2024-08-12,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Trimestral,Nuevo,C11065,22,M,2024-03-16,5,Sí,No,Presencial,Mobile,Nublado,No,1.12,43,6,0.349,0,54000.0,2283.57,0.0,3670.34,59953.91,8156.82,6626.8,2232.31,604.01,5000,22619.94,37333.97,24,8,0.345,0,0,0.58,0.009
2024-08-12,GYM003,oberFiting - Recoleta,Recoleta,CABA,Mensual,VIP,C03419,31,M,2024-08-11,0,Sí,No,App,Mobile,Caluroso,No,1.15,68,2,0.544,1,20000.0,1384.6,7312.59,5937.97,36635.16,11672.06,5752.71,2837.17,1688.65,5000,26950.59,9684.57,93,9,0.276,0,1,0.46,0.02
2024-08-13,GYM007,oberFiting - La Plata,La Plata,Buenos Aires,Mensual,Recurrente,C01354,34,F,2024-03-21,5,No,No,Presencial,Mobile,Lluvioso,No,0.99,57,8,0.288,1,20000.0,2517.65,8947.63,5495.49,36960.77,6814.74,6997.85,2738.64,1487.72,0,18038.95,18921.82,59,8,0.181,1,0,0.62,0.036
2024-08-13,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Nuevo,C08768,23,M,2024-05-01,3,No,No,App,Mobile,Frío,No,1.03,54,3,0.292,0,20000.0,1359.13,0.0,432.31,21791.44,9479.62,6833.61,3317.63,2444.97,0,22075.83,-284.39,21,6,0.361,1,0,0.47,0.043
2024-08-13,GYM008,oberFiting - Salta,Salta,Salta,Mensual,Recurrente,C09413,17,F,2024-07-29,1,Sí,No,Web,Desktop,Soleado,No,1.0,55,9,0.325,0,20000.0,2094.23,0.0,1194.41,23288.64,9231.46,6408.44,2467.52,1389.59,0,19497.01,3791.63,43,6,0.157,0,0,0.67,0.011
2024-08-14,GYM010,oberFiting - Bariloche,Bariloche,Río Negro,Anual,Recurrente,C11747,38,M,2024-04-28,4,No,No,Web,Mobile,Soleado,No,0.85,57,9,0.627,0,190000.0,2763.7,0.0,988.89,193752.59,7112.16,5850.06,3184.95,1728.93,0,17876.1,175876.49,86,8,0.177,1,0,0.67,0.016
2024-08-14,GYM002,oberFiting - Belgrano,Belgrano,CABA,Trimestral,Recurrente,C02514,31,F,2024-04-24,4,Sí,No,App,Mobile,Soleado,No,1.02,55,5,0.381,2,54000.0,843.77,14838.19,3199.71,72881.67,9754.09,6041.92,2865.89,1655.33,0,20317.23,52564.44,47,5,0.282,0,0,0.55,0.035
2024-08-14,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Premium,Recurrente,C09140,20,F,2024-04-21,4,Sí,No,App,Mobile,Soleado,No,1.01,72,12,0.306,2,35000.0,2362.46,16721.12,3060.03,57143.61,8712.31,5099.13,3264.25,3348.16,5000,25423.85,31719.76,32,5,0.149,0,0,0.76,0.014
2024-08-14,GYM006,oberFiting - Mendoza,Mendoza,Mendoza,Mensual,Recurrente,C10422,33,M,2024-07-02,1,Sí,No,App,Mobile,Frío,No,0.92,24,1,0.7,1,20000.0,4673.95,9702.01,6605.79,40981.75,8493.83,6251.49,3442.34,107.22,5000,23294.88,17686.87,35,6,0.28,0,0,0.41,0.013
2024-08-14,GYM003,oberFiting - Recoleta,Recoleta,CABA,Premium,Nuevo,C04828,27,M,2024-08-01,0,Sí,No,App,Desktop,Nublado,No,1.11,54,8,0.282,1,35000.0,2481.89,9907.56,6605.44,53994.89,8839.47,5758.22,2296.99,2695.57,0,19590.25,34404.64,67,7,0.312,0,0,0.64,0.026
